.venv\Scripts\activateReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket,Issue_Type
257,84,13,03-10-2023,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative,-0.49 to 0.0,Quality & Performance
258,34,7,13-05-2025,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,
259,75,2,24-08-2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
260,44,18,07-03-2024,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,Quality & Performance
261,29,12,15-10-2024,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
262,45,7,07-07-2024,5,Five  stars  for    the  quick  delivery.,0,Positive,-1.0 to -0.5,
263,47,8,21-10-2024,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
264,96,18,19-08-2025,4,Shipping  was  fast  and  the    item  was  well-packaged.,0,Positive,-1.0 to -0.5,
265,22,19,14-05-2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
266,62,5,22-02-2025,5,"Excellent  product,    highly  recommend!",0.7773,Positive,0.5 to 1.0,
267,55,19,01-12-2023,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
268,98,17,28-10-2023,5,The  build  quality    is  impressive.,0.5106,Positive,0.5 to 1.0,
269,75,4,18-11-2023,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
270,46,6,25-09-2023,1,The  color  was  different  from  what  was  shown.,0,Negative,-1.0 to -0.5,Quality & Performance
271,21,17,08-08-2025,5,The    build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
272,39,17,26-03-2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
273,10,2,09-10-2024,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
274,93,11,07-04-2023,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
275,45,12,03-04-2023,4,Five  stars  for  the  quick  delivery.,0,Positive,-1.0 to -0.5,
276,86,1,29-01-2025,5,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
277,22,6,21-03-2025,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
278,80,20,01-03-2023,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,
279,86,5,21-07-2023,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
280,68,19,09-11-2023,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.01 to 0.49,
281,71,5,19-11-2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
282,59,5,17-02-2023,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,Quality & Performance
283,87,13,14-02-2023,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
284,89,13,01-09-2023,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,
285,29,3,25-08-2023,4,"Good  quality,  but  could    be  cheaper.",0.2382,Positive,0.01 to 0.49,
286,53,16,04-05-2023,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
287,75,6,14-02-2025,5,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0,
288,68,17,21-06-2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,
289,87,15,04-10-2023,5,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0,
290,20,14,23-09-2024,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,Quality & Performance
291,17,7,06-12-2025,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
292,15,7,19-10-2025,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
293,25,13,14-02-2023,3,Not  worth    the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,Pricing & Value
294,63,13,09-11-2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,Pricing & Value
295,61,6,13-10-2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
296,85,18,13-12-2023,4,The    quality  is  top-notch.,0,Positive,-1.0 to -0.5,
297,92,16,06-08-2023,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,Quality & Performance
298,41,15,13-06-2025,4,Five  stars  for  the  quick  delivery.,0,Positive,-1.0 to -0.5,
299,93,13,01-02-2024,1,Product  did  not  meet  my  expectations.,0,Negative,-1.0 to -0.5,Quality & Performance
300,22,18,09-05-2023,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,Quality & Performance
301,6,7,30-05-2023,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
302,64,19,08-10-2024,5,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
303,20,10,25-04-2024,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,
304,66,14,01-02-2023,3,"Average    experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,Quality & Performance
305,87,7,25-08-2023,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
306,52,8,19-07-2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,Quality & Performance
307,63,16,08-01-2025,5,Exceeded  my  expectations!,0,Positive,-1.0 to -0.5,
308,90,14,02-04-2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
309,70,11,02-02-2023,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.01 to 0.49,
310,40,1,30-11-2024,5,Exceeded  my  expectations!,0,Positive,-1.0 to -0.5,
311,52,11,14-11-2023,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
312,90,3,05-11-2023,2,The  product  arrived  late.,0,Negative,-1.0 to -0.5,Service & Logistics
313,13,3,14-01-2024,4,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
314,22,17,06-10-2025,2,Product  did  not  meet  my  expectations.,0,Negative,-1.0 to -0.5,Quality & Performance
315,32,7,13-06-2025,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
316,48,4,15-08-2025,5,Five  stars  for  the  quick    delivery.,0,Positive,-1.0 to -0.5,
317,15,6,04-08-2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
318,97,4,15-12-2023,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.01 to 0.49,
319,86,6,11-12-2024,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
320,79,17,24-02-2023,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
321,58,12,17-04-2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.01 to 0.49,
322,76,13,01-12-2024,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,
323,47,4,24-04-2023,4,Shipping  was    fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
324,89,5,08-07-2024,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,-1.0 to -0.5,
325,78,6,17-04-2023,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.01 to 0.49,
326,17,14,15-06-2024,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
327,95,8,25-08-2023,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
328,100,13,20-02-2024,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,Pricing & Value
329,6,9,07-12-2024,3,The  quality  is  top-notch.,0,Neutral,-1.0 to -0.5,
330,22,14,18-03-2023,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
331,68,4,17-08-2023,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
332,2,10,06-11-2024,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
333,87,5,02-06-2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
334,70,9,14-04-2025,5,Five  stars  for  the  quick    delivery.,0,Positive,-1.0 to -0.5,
335,75,14,12-03-2024,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,
336,8,8,07-02-2024,2,The  product  arrived  late.,0,Negative,-1.0 to -0.5,Service & Logistics
337,32,19,22-05-2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
338,98,4,22-01-2023,2,The  product  arrived  late.,0,Negative,-1.0 to -0.5,Service & Logistics
339,38,2,11-01-2025,5,Exceeded  my    expectations!,0,Positive,-1.0 to -0.5,
340,95,17,16-09-2025,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
341,62,3,04-11-2024,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,Pricing & Value
342,19,4,15-06-2025,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
343,84,4,13-04-2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,Quality & Performance
344,21,10,02-11-2025,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,Pricing & Value
345,48,4,24-07-2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
346,84,15,27-06-2025,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
347,75,16,19-08-2025,1,Disappointed    with  the  performance.,-0.4767,Negative,-0.49 to 0.0,Quality & Performance
348,52,13,05-03-2024,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,Pricing & Value
349,26,11,19-11-2024,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive,0.5 to 1.0,
350,57,6,22-08-2025,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,Pricing & Value
351,55,5,02-05-2023,3,"The  product  is  okay,  but    the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
352,43,11,22-12-2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,Quality & Performance
353,36,15,08-09-2025,5,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,
354,50,18,03-01-2024,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,Quality & Performance
355,59,9,04-03-2024,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,Quality & Performance
356,86,14,23-11-2023,1,The  product  arrived  late.,0,Negative,-1.0 to -0.5,Service & Logistics
357,1,3,01-04-2024,4,Five  stars  for  the  quick  delivery.,0,Positive,-1.0 to -0.5,
358,13,15,20-11-2023,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,Quality & Performance
359,79,15,04-05-2024,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,
360,33,15,09-09-2025,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,
361,71,7,12-02-2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,
362,33,11,11-02-2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
363,17,15,15-04-2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.01 to 0.49,
364,46,8,26-04-2024,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
365,90,20,24-10-2025,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive,0.01 to 0.49,
366,46,7,14-11-2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
367,96,1,02-07-2024,3,Not  worth  the    money.,-0.1695,Mixed Negative,-0.49 to 0.0,Pricing & Value
368,34,8,11-05-2025,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,-1.0 to -0.5,Quality & Performance
369,48,4,19-12-2024,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
370,73,6,13-04-2023,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
371,29,1,20-01-2024,2,Product  did  not  meet  my  expectations.,0,Negative,-1.0 to -0.5,Quality & Performance
372,91,6,10-05-2023,4,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0,
373,92,14,12-07-2025,1,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,Quality & Performance
374,89,12,08-02-2023,1,The  product    stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0,Quality & Performance
375,73,4,16-12-2024,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
376,38,6,03-07-2023,3,"Good  quality,    but  could  be  cheaper.",0.2382,Mixed Positive,0.01 to 0.49,
377,77,4,29-11-2023,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,
378,64,9,20-03-2024,2,The  product  arrived    late.,0,Negative,-1.0 to -0.5,Service & Logistics
379,62,4,27-01-2023,5,The    quality  is  top-notch.,0,Positive,-1.0 to -0.5,
380,52,4,23-02-2024,4,"I  love    this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
381,45,4,24-01-2024,3,"Good  quality,  but    could  be  cheaper.",0.2382,Mixed Positive,0.01 to 0.49,
382,38,7,03-09-2023,4,"Good  quality,    but  could  be  cheaper.",0.2382,Positive,0.01 to 0.49,
383,54,13,05-09-2024,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,
384,20,3,04-06-2025,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,Pricing & Value
385,81,5,09-06-2023,4,Five  stars  for  the  quick  delivery.,0,Positive,-1.0 to -0.5,
386,86,5,09-04-2024,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.01 to 0.49,
387,42,14,29-03-2025,5,Shipping  was  fast  and  the    item  was  well-packaged.,0,Positive,-1.0 to -0.5,
388,99,1,10-12-2025,1,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,Quality & Performance
389,14,2,14-09-2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,
390,30,10,22-05-2023,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.01 to 0.49,
391,98,20,05-01-2024,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,Quality & Performance
392,93,11,29-06-2023,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,
393,6,20,18-04-2024,2,Product  did  not  meet  my  expectations.,0,Negative,-1.0 to -0.5,Quality & Performance
394,7,4,19-10-2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
395,35,9,12-04-2025,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
396,75,6,12-09-2025,3,"Good    quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.01 to 0.49,
397,11,14,23-04-2024,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
398,17,7,02-09-2023,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
399,68,1,21-07-2024,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,Quality & Performance
400,42,10,30-06-2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,Pricing & Value
401,93,18,13-04-2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.01 to 0.49,
402,68,12,16-12-2025,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
403,53,14,18-06-2023,3,"Good  quality,  but    could  be  cheaper.",0.2382,Mixed Positive,0.01 to 0.49,
404,90,7,04-06-2025,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
405,43,4,10-09-2025,5,Exceeded  my    expectations!,0,Positive,-1.0 to -0.5,
406,11,9,15-12-2025,5,Exceeded  my  expectations!,0,Positive,-1.0 to -0.5,
407,79,11,12-01-2023,2,Disappointed  with  the    performance.,-0.4767,Negative,-0.49 to 0.0,Quality & Performance
408,17,4,12-12-2023,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
409,59,19,22-02-2023,5,"I  love  this  product,  will  buy    again!",0.6696,Positive,0.5 to 1.0,
410,83,1,11-01-2023,1,Product  did  not  meet  my  expectations.,0,Negative,-1.0 to -0.5,Quality & Performance
411,32,15,05-03-2023,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
412,83,7,10-05-2024,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
413,60,12,24-08-2023,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
414,59,14,31-07-2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
415,97,8,04-06-2025,2,Disappointed  with  the    performance.,-0.4767,Negative,-0.49 to 0.0,Quality & Performance
416,15,17,19-04-2023,5,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
417,9,16,28-11-2024,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,Pricing & Value
418,94,2,02-03-2025,1,"Not  satisfied,  the  product  broke  after  a    week.",-0.6288,Negative,-1.0 to -0.5,Quality & Performance
419,68,6,01-09-2025,1,The  color  was  different  from  what  was  shown.,0,Negative,-1.0 to -0.5,Quality & Performance
420,18,11,10-06-2023,5,"I  love  this    product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
421,75,13,18-08-2025,5,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
422,81,17,30-09-2025,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
423,76,18,01-08-2023,2,Product  did  not  meet  my  expectations.,0,Negative,-1.0 to -0.5,Quality & Performance
424,53,11,21-03-2024,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
425,89,6,04-03-2025,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,Pricing & Value
426,74,17,07-04-2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
427,81,11,20-08-2025,4,Five  stars  for  the  quick  delivery.,0,Positive,-1.0 to -0.5,
428,58,9,17-01-2025,5,The  build    quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
429,71,2,08-06-2023,4,Customer    support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
430,99,9,03-08-2025,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,Quality & Performance
431,94,11,10-02-2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,Pricing & Value
432,31,18,14-02-2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
433,72,2,11-06-2025,5,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
434,7,18,25-02-2023,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,
435,65,1,28-02-2023,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,
436,11,1,03-01-2024,4,Shipping  was  fast    and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
437,73,4,24-06-2023,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,
438,72,20,13-09-2023,5,Five  stars  for  the  quick  delivery.,0,Positive,-1.0 to -0.5,
439,67,11,11-11-2025,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
440,93,7,22-07-2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,Pricing & Value
441,12,6,03-09-2023,1,Product  did    not  meet  my  expectations.,0,Negative,-1.0 to -0.5,Quality & Performance
442,28,8,06-04-2025,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0,Quality & Performance
443,37,13,19-01-2024,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.01 to 0.49,
444,22,16,20-10-2023,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
445,25,14,27-05-2023,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.01 to 0.49,
446,84,14,10-06-2025,5,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
447,38,2,19-08-2024,4,Shipping    was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
448,75,12,25-12-2025,4,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,
449,43,14,10-03-2024,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
450,92,4,04-08-2024,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,
451,68,11,18-04-2023,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,
452,42,19,28-08-2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.01 to 0.49,
453,100,2,23-04-2023,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
454,27,9,17-09-2025,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0,
455,79,20,30-07-2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
456,2,1,09-01-2024,2,Product  did  not  meet  my  expectations.,0,Negative,-1.0 to -0.5,Quality & Performance
457,29,1,12-12-2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
458,42,20,05-07-2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.01 to 0.49,
459,90,17,16-06-2023,4,Five  stars  for  the  quick  delivery.,0,Positive,-1.0 to -0.5,
460,92,16,09-08-2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.01 to 0.49,
461,66,5,11-10-2025,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
462,85,14,02-02-2023,5,The    build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
463,5,2,02-11-2025,3,"Great  purchase,  very    satisfied.",0.8016,Mixed Positive,0.5 to 1.0,
464,73,11,28-05-2024,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0,
465,43,12,14-12-2025,1,Disappointed    with  the  performance.,-0.4767,Negative,-0.49 to 0.0,Quality & Performance
466,49,16,16-02-2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
467,29,16,16-07-2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
468,12,12,09-01-2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,
469,54,13,06-10-2023,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
470,46,1,24-10-2025,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
471,88,4,26-04-2024,5,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
472,69,8,05-12-2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
473,7,19,03-08-2024,1,The  product  arrived  late.,0,Negative,-1.0 to -0.5,Service & Logistics
474,47,20,31-05-2025,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.01 to 0.49,
475,74,20,18-04-2023,4,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
476,54,10,12-12-2023,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0,
477,91,10,25-04-2025,4,The    quality  is  top-notch.,0,Positive,-1.0 to -0.5,
478,79,6,23-07-2023,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,
479,7,13,28-12-2024,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
480,90,9,22-07-2023,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,
481,21,2,02-12-2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
482,49,10,11-07-2025,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,
483,28,20,29-06-2024,2,The  product  arrived  late.,0,Negative,-1.0 to -0.5,Service & Logistics
484,36,10,22-08-2023,1,The  product  arrived  late.,0,Negative,-1.0 to -0.5,Service & Logistics
485,66,18,10-06-2025,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
486,44,3,20-01-2024,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,Pricing & Value
487,78,3,01-05-2025,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,-1.0 to -0.5,Quality & Performance
488,89,12,24-02-2025,5,Exceeded  my  expectations!,0,Positive,-1.0 to -0.5,
489,15,8,09-11-2023,4,Five  stars    for  the  quick  delivery.,0,Positive,-1.0 to -0.5,
490,46,11,05-07-2025,4,Five  stars  for  the  quick  delivery.,0,Positive,-1.0 to -0.5,
491,59,6,22-06-2023,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,
492,94,20,19-03-2025,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0,Quality & Performance
493,26,2,16-07-2024,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,
494,2,13,25-05-2025,5,Five  stars  for  the  quick  delivery.,0,Positive,-1.0 to -0.5,
495,56,7,26-04-2023,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
496,87,1,29-01-2024,5,Exceeded  my  expectations!,0,Positive,-1.0 to -0.5,
497,90,6,21-02-2024,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,
498,81,17,17-01-2025,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,Quality & Performance
499,72,6,26-08-2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,-1.0 to -0.5,
500,57,9,20-12-2025,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,Pricing & Value
501,39,12,01-12-2023,4,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0,
502,5,1,10-11-2025,2,Product    did  not  meet  my  expectations.,0,Negative,-1.0 to -0.5,Quality & Performance
503,5,16,03-07-2024,2,Product  did  not  meet    my  expectations.,0,Negative,-1.0 to -0.5,Quality & Performance
504,35,8,18-01-2024,4,Five  stars  for  the  quick  delivery.,0,Positive,-1.0 to -0.5,
505,82,2,11-07-2024,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,
506,80,8,19-10-2025,2,"Average  experience,    nothing  special.",-0.3089,Negative,-0.49 to 0.0,Quality & Performance
507,66,3,10-12-2024,3,Customer  support    was  very  helpful.,0.6997,Mixed Positive,0.5 to 1.0,
508,64,14,19-01-2025,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive,0.01 to 0.49,
509,5,11,25-05-2024,5,The  quality  is  top-notch.,0,Positive,-1.0 to -0.5,
510,20,6,05-11-2024,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,
