ReviewID,CustomerID,ProductID,ProductName,ReviewDate,Rating,ReviewText,BERT_SentimentScore,SentimentBucket,IssueType,IssueConfidence,BusinessOutput
362,33,11,Ski Boots,2024-02-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
363,17,15,Climbing Rope,2025-04-15,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Positive,,0.336,Customer satisfied.
364,46,8,Football Helmet,2024-04-26,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
365,90,20,Boxing Gloves,2025-10-24,3,"Good  quality,  but  could  be    cheaper.",0.955940008163452,Mixed Positive,,0.3168,Improvement suggestions
366,46,7,Basketball,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
367,96,1,Running Shoes,2024-07-02,3,Not  worth  the    money.,-0.9998021721839904,Mixed Negative,pricing,0.2816,pricing
368,34,8,Football Helmet,2025-05-11,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.9994804263114928,Negative,delivery,0.2272,delivery
369,48,4,Dumbbells,2024-12-19,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
370,73,6,Tennis Racket,2023-04-13,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
371,29,1,Running Shoes,2024-01-20,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
372,91,6,Tennis Racket,2023-05-10,4,"I  love  this  product,  will    buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
373,92,14,Cycling Helmet,2025-07-12,1,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637,support
374,89,12,Ice Skates,2023-02-08,1,The  product    stopped  working  after  a  month.,-0.999716579914093,Negative,quality,0.3017,quality
375,73,4,Dumbbells,2024-12-16,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
376,38,6,Tennis Racket,2023-07-03,3,"Good  quality,    but  could  be  cheaper.",0.955940008163452,Mixed Positive,,0.3168,Improvement suggestions
377,77,4,Dumbbells,2023-11-29,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,,0.2978,Customer satisfied.
378,64,9,Baseball Glove,2024-03-20,2,The  product  arrived    late.,-0.998403251171112,Negative,delivery,0.2442,delivery
379,62,4,Dumbbells,2023-01-27,5,The    quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
380,52,4,Dumbbells,2024-02-23,4,"I  love    this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
381,45,4,Dumbbells,2024-01-24,3,"Good  quality,  but    could  be  cheaper.",0.955940008163452,Mixed Positive,,0.3168,Improvement suggestions
382,38,7,Basketball,2023-09-03,4,"Good  quality,    but  could  be  cheaper.",0.955940008163452,Positive,,0.3168,Customer satisfied.
383,54,13,Swim Goggles,2024-09-05,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,,0.3689,Customer satisfied.
384,20,3,Yoga Mat,2025-06-04,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239,quality
385,81,5,Soccer Ball,2023-06-09,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
386,86,5,Soccer Ball,2024-04-09,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive,,0.4388,Improvement suggestions
387,42,14,Cycling Helmet,2025-03-29,5,Shipping  was  fast  and  the    item  was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
388,99,1,Running Shoes,2025-12-10,1,Disappointed  with  the  performance.,-0.9997925162315368,Negative,support,0.248,support
389,14,2,Fitness Tracker,2024-09-14,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,,0.2978,Customer satisfied.
390,30,10,Golf Clubs,2023-05-22,3,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Mixed Positive,,0.336,Improvement suggestions
391,98,20,Boxing Gloves,2024-01-05,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637,support
392,93,11,Ski Boots,2023-06-29,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,,0.3689,Customer satisfied.
393,6,20,Boxing Gloves,2024-04-18,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
394,7,4,Dumbbells,2024-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
395,35,9,Baseball Glove,2025-04-12,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
396,75,6,Tennis Racket,2025-09-12,3,"Good    quality,  but  could  be  cheaper.",0.955940008163452,Mixed Positive,,0.3168,Improvement suggestions
397,11,14,Cycling Helmet,2024-04-23,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
398,17,7,Basketball,2023-09-02,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
399,68,1,Running Shoes,2024-07-21,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637,support
400,42,10,Golf Clubs,2023-06-30,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239,quality
401,93,18,Volleyball,2024-04-13,4,Very durable and performs well for daily use.,0.9998507499694824,Positive,,0.4388,Customer satisfied.
402,68,12,Ice Skates,2025-12-16,4,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
403,53,14,Cycling Helmet,2023-06-18,3,"Good  quality,  but    could  be  cheaper.",0.955940008163452,Mixed Positive,,0.3168,Improvement suggestions
404,90,7,Basketball,2025-06-04,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
405,43,4,Dumbbells,2025-09-10,5,Exceeded  my    expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
406,11,9,Baseball Glove,2025-12-15,5,Exceeded  my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
407,79,11,Ski Boots,2023-01-12,2,Disappointed  with  the    performance.,-0.9997925162315368,Negative,support,0.248,support
408,17,4,Dumbbells,2023-12-12,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
409,59,19,Hockey Stick,2023-02-22,5,"I  love  this  product,  will  buy    again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
410,83,1,Running Shoes,2023-01-11,1,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
411,32,15,Climbing Rope,2023-03-05,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
412,83,7,Basketball,2024-05-10,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
413,60,12,Ice Skates,2023-08-24,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
414,59,14,Cycling Helmet,2025-07-31,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
415,97,8,Football Helmet,2025-06-04,2,Disappointed  with  the    performance.,-0.9997925162315368,Negative,support,0.248,support
416,15,17,Surfboard,2023-04-19,5,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
417,9,16,Kayak,2024-11-28,3,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Positive,,0.507,Improvement suggestions
418,94,2,Fitness Tracker,2025-03-02,1,"Not  satisfied,  the  product  broke  after  a    week.",-0.9994804263114928,Negative,delivery,0.2272,delivery
419,68,6,Tennis Racket,2025-09-01,1,The  color  was  different  from  what  was  shown.,0.982874631881714,Mixed Negative,support,0.226,support
420,18,11,Ski Boots,2023-06-10,5,"I  love  this    product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
421,75,13,Swim Goggles,2025-08-18,5,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
422,81,17,Surfboard,2025-09-30,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
423,76,18,Volleyball,2023-08-01,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
424,53,11,Ski Boots,2024-03-21,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
425,89,6,Tennis Racket,2025-03-04,2,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Negative,quality,0.507,quality
426,74,17,Surfboard,2024-04-07,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
427,81,11,Ski Boots,2025-08-20,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
428,58,9,Baseball Glove,2025-01-17,5,The  build    quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
429,71,2,Fitness Tracker,2023-06-08,4,Customer    support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
430,99,9,Baseball Glove,2025-08-03,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637,support
431,94,11,Ski Boots,2023-02-10,3,"Usable for beginners, though the overall quality does not justify the price.",0.9775550365447998,Mixed Positive,,0.4026,Improvement suggestions
432,31,18,Volleyball,2025-02-14,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
433,72,2,Fitness Tracker,2025-06-11,5,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
434,7,18,Volleyball,2023-02-25,5,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
435,65,1,Running Shoes,2023-02-28,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,,0.3689,Customer satisfied.
436,11,1,Running Shoes,2024-01-03,4,Shipping  was  fast    and  the  item  was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
437,73,4,Dumbbells,2023-06-24,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,,0.2978,Customer satisfied.
438,72,20,Boxing Gloves,2023-09-13,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
439,67,11,Ski Boots,2025-11-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
440,93,7,Basketball,2023-07-22,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239,quality
441,12,6,Tennis Racket,2023-09-03,1,Product  did    not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
442,28,8,Football Helmet,2025-04-06,1,The  product  stopped  working  after  a  month.,-0.999716579914093,Negative,quality,0.3017,quality
443,37,13,Swim Goggles,2024-01-19,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive,,0.4388,Improvement suggestions
444,22,16,Kayak,2023-10-20,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
445,25,14,Cycling Helmet,2023-05-27,3,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Negative,support,0.2442,support
446,84,14,Cycling Helmet,2025-06-10,5,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
447,38,2,Fitness Tracker,2024-08-19,4,Shipping    was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
448,75,12,Ice Skates,2025-12-25,4,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,,0.2978,Customer satisfied.
449,43,14,Cycling Helmet,2024-03-10,5,The product reached without any damage.,0.9913528561592102,Positive,,0.2376,Customer satisfied.
450,92,4,Dumbbells,2024-08-04,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,,0.3689,Customer satisfied.
451,68,11,Ski Boots,2023-04-18,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,,0.2978,Customer satisfied.
452,42,19,Hockey Stick,2024-08-28,4,Very durable and performs well for daily use.,0.9998507499694824,Positive,,0.4388,Customer satisfied.
453,100,2,Fitness Tracker,2023-04-23,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
454,27,9,Baseball Glove,2025-09-17,4,Customer  support    was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
455,79,20,Boxing Gloves,2024-07-30,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
456,2,1,Running Shoes,2024-01-09,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
457,29,1,Running Shoes,2024-12-12,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
458,42,20,Boxing Gloves,2025-07-05,4,Very durable and performs well for daily use.,0.9998507499694824,Positive,,0.4388,Customer satisfied.
459,90,17,Surfboard,2023-06-16,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
460,92,16,Kayak,2025-08-09,4,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Positive,,0.2442,Improvement suggestions
461,66,5,Soccer Ball,2025-10-11,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
462,85,14,Cycling Helmet,2023-02-02,5,The    build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
463,5,2,Fitness Tracker,2025-11-02,3,"Great  purchase,  very    satisfied.",0.9998626708984376,Mixed Positive,,0.2698,Improvement suggestions
464,73,11,Ski Boots,2024-05-28,4,"Great  purchase,  very    satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
465,43,12,Ice Skates,2025-12-14,1,Disappointed    with  the  performance.,-0.9997925162315368,Negative,support,0.248,support
466,49,16,Kayak,2023-02-16,5,Packaging was adequate and delivery was timely.,0.9997827410697936,Positive,,0.3048,Customer satisfied.
467,29,16,Kayak,2023-07-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
468,12,12,Ice Skates,2024-01-09,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,,0.2978,Customer satisfied.
469,54,13,Swim Goggles,2023-10-06,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
470,46,1,Running Shoes,2025-10-24,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
471,88,4,Dumbbells,2024-04-26,5,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
472,69,8,Football Helmet,2024-12-05,4,Packaging was adequate and delivery was timely.,0.9997827410697936,Positive,,0.3048,Customer satisfied.
473,7,19,Hockey Stick,2024-08-03,1,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442,delivery
474,47,20,Boxing Gloves,2025-05-31,3,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Mixed Positive,,0.336,Improvement suggestions
475,74,20,Boxing Gloves,2023-04-18,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
476,54,10,Golf Clubs,2023-12-12,4,Customer  support    was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
477,91,10,Golf Clubs,2025-04-25,4,The    quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
478,79,6,Tennis Racket,2023-07-23,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
479,7,13,Swim Goggles,2024-12-28,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
480,90,9,Baseball Glove,2023-07-22,5,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
481,21,2,Fitness Tracker,2024-12-02,4,Packaging was adequate and delivery was timely.,0.9997827410697936,Positive,,0.3048,Customer satisfied.
482,49,10,Golf Clubs,2025-07-11,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,,0.3689,Customer satisfied.
483,28,20,Boxing Gloves,2024-06-29,2,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442,delivery
484,36,10,Golf Clubs,2023-08-22,1,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442,delivery
485,66,18,Volleyball,2025-06-10,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
486,44,3,Yoga Mat,2024-01-20,3,"It performs the basic function, but I expected better finishing and comfort.",-0.9803825616836548,Mixed Negative,quality,0.2989,quality
487,78,3,Yoga Mat,2025-05-01,1,I  had  a  bad  experience  with  this  product.,-0.9998112320899964,Negative,quality,0.2421,quality
488,89,12,Ice Skates,2025-02-24,5,Exceeded  my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
489,15,8,Football Helmet,2023-11-09,4,Five  stars    for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
490,46,11,Ski Boots,2025-07-05,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
491,59,6,Tennis Racket,2023-06-22,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
492,94,20,Boxing Gloves,2025-03-19,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Negative,quality,0.2548,quality
493,26,2,Fitness Tracker,2024-07-16,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
494,2,13,Swim Goggles,2025-05-25,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
495,56,7,Basketball,2023-04-26,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
496,87,1,Running Shoes,2024-01-29,5,Exceeded  my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
497,90,6,Tennis Racket,2024-02-21,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
498,81,17,Surfboard,2025-01-17,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
499,72,6,Tennis Racket,2024-08-26,4,Packaging was adequate and delivery was timely.,0.9997827410697936,Positive,,0.3048,Customer satisfied.
500,57,9,Baseball Glove,2025-12-20,2,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Negative,quality,0.4239,quality
501,39,12,Ice Skates,2023-12-01,4,Customer  support  was    very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
502,5,1,Running Shoes,2025-11-10,2,Product    did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
503,5,16,Kayak,2024-07-03,2,Product  did  not  meet    my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
504,35,8,Football Helmet,2024-01-18,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
505,82,2,Fitness Tracker,2024-07-11,5,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
506,80,8,Football Helmet,2025-10-19,2,"Average  experience,    nothing  special.",-0.9992826581001282,Negative,support,0.2637,support
507,66,3,Yoga Mat,2024-12-10,3,Customer  support    was  very  helpful.,0.9991816878318788,Mixed Positive,,0.3455,Improvement suggestions
508,64,14,Cycling Helmet,2025-01-19,3,"Good  quality,  but  could  be    cheaper.",0.955940008163452,Mixed Positive,,0.3168,Improvement suggestions
509,5,11,Ski Boots,2024-05-25,5,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
510,20,6,Tennis Racket,2024-11-05,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
511,55,15,Climbing Rope,2025-04-01,1,Not    worth  the  money.,-0.9998021721839904,Negative,pricing,0.2816,pricing
512,11,1,Running Shoes,2025-01-15,3,The product reached without any damage.,0.9913528561592102,Mixed Positive,,0.2376,Improvement suggestions
513,21,3,Yoga Mat,2025-11-09,5,Amazing  value    for  the  price.,0.9998892545700072,Positive,,0.3689,Customer satisfied.
514,72,15,Climbing Rope,2023-06-18,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637,support
515,89,3,Yoga Mat,2024-12-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
516,46,18,Volleyball,2025-01-03,4,The  quality    is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
517,29,4,Dumbbells,2024-03-30,5,"Great  purchase,  very    satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
518,17,12,Ice Skates,2024-04-27,4,Very durable and performs well for daily use.,0.9998507499694824,Positive,,0.4388,Customer satisfied.
519,58,4,Dumbbells,2023-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548,quality
520,63,1,Running Shoes,2024-08-24,3,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Negative,support,0.2442,support
521,47,5,Soccer Ball,2024-03-31,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
522,8,10,Golf Clubs,2023-08-04,1,Product    did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876,quality
523,8,12,Ice Skates,2023-12-07,5,Packaging was adequate and delivery was timely.,0.9997827410697936,Positive,,0.3048,Customer satisfied.
524,27,4,Dumbbells,2025-09-01,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
525,1,1,Running Shoes,2023-11-23,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
526,74,3,Yoga Mat,2025-05-20,3,"Good    quality,  but  could  be  cheaper.",0.955940008163452,Mixed Positive,,0.3168,Improvement suggestions
527,27,14,Cycling Helmet,2024-07-03,3,Not  worth    the  money.,-0.9998021721839904,Mixed Negative,pricing,0.2816,pricing
528,81,16,Kayak,2024-11-09,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
529,19,11,Ski Boots,2025-05-05,4,The product arrived within the expected timeframe.,0.6194601058959961,Positive,,0.2405,Customer satisfied.
530,48,10,Golf Clubs,2025-11-24,5,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
531,65,3,Yoga Mat,2024-07-21,5,Exceeded  my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
532,6,6,Tennis Racket,2023-05-30,5,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
533,92,6,Tennis Racket,2024-04-06,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
534,41,2,Fitness Tracker,2025-07-02,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
535,85,13,Swim Goggles,2023-03-25,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
536,33,19,Hockey Stick,2024-12-29,2,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Negative,quality,0.4239,quality
537,8,9,Baseball Glove,2023-03-11,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
538,29,16,Kayak,2025-11-12,4,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Positive,,0.2442,Improvement suggestions
539,74,17,Surfboard,2024-12-02,4,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
540,28,18,Volleyball,2025-12-09,3,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Mixed Positive,,0.336,Improvement suggestions
541,73,20,Boxing Gloves,2025-08-08,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
542,49,5,Soccer Ball,2023-07-11,1,"Not    satisfied,  the  product  broke  after  a  week.",-0.9994804263114928,Negative,delivery,0.2272,delivery
543,64,17,Surfboard,2023-10-31,5,The  build  quality  is  impressive.,0.999881386756897,Positive,,0.4293,Customer satisfied.
544,65,6,Tennis Racket,2023-10-29,5,The  quality  is  top-notch.,0.9998470544815063,Positive,,0.3895,Customer satisfied.
545,45,13,Swim Goggles,2024-06-11,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
546,33,1,Running Shoes,2024-11-14,5,Exceeded  my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
547,28,11,Ski Boots,2024-05-28,1,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442,delivery
548,40,12,Ice Skates,2023-01-11,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,,0.3689,Customer satisfied.
549,73,15,Climbing Rope,2025-04-06,4,Five  stars  for  the  quick    delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
550,51,12,Ice Skates,2024-10-07,3,Packaging was adequate and delivery was timely.,0.9997827410697936,Mixed Positive,,0.3048,Improvement suggestions
551,45,2,Fitness Tracker,2025-04-17,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive,,0.4388,Improvement suggestions
552,68,1,Running Shoes,2023-07-28,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
553,60,20,Boxing Gloves,2025-04-26,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
554,18,1,Running Shoes,2024-08-16,2,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442,delivery
555,69,18,Volleyball,2025-11-24,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
556,91,6,Tennis Racket,2025-01-04,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,,0.2698,Customer satisfied.
557,55,10,Golf Clubs,2024-07-28,3,"Great  purchase,    very  satisfied.",0.9998626708984376,Mixed Positive,,0.2698,Improvement suggestions
558,83,13,Swim Goggles,2025-02-11,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
559,46,12,Ice Skates,2024-05-16,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
560,24,6,Tennis Racket,2024-11-08,5,Exceeded  my  expectations!,0.9995620846748352,Positive,,0.226,Customer satisfied.
561,6,5,Soccer Ball,2025-02-27,1,The  product  stopped  working  after  a  month.,-0.999716579914093,Negative,quality,0.3017,quality
562,41,5,Soccer Ball,2024-02-25,3,"It performs the basic function, but I expected better finishing and comfort.",-0.9803825616836548,Mixed Negative,quality,0.2989,quality
563,86,13,Swim Goggles,2025-02-27,4,Very durable and performs well for daily use.,0.9998507499694824,Positive,,0.4388,Customer satisfied.
564,9,12,Ice Skates,2025-10-13,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,,0.3455,Customer satisfied.
565,60,20,Boxing Gloves,2024-06-30,1,"Terrible  customer  service,  would  not    buy  again.",-0.9995811581611632,Negative,support,0.3011,support
566,89,10,Golf Clubs,2025-08-15,4,Five    stars  for  the  quick  delivery.,0.9993364214897156,Positive,,0.2803,Customer satisfied.
567,78,16,Kayak,2024-02-21,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,,0.2728,Customer satisfied.
568,17,13,Swim Goggles,2024-08-04,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,,0.2354,Customer satisfied.
