ReviewID,CustomerID,ProductID,ProductName,ReviewDate,Rating,ReviewText,BERT_SentimentScore,SentimentBucket,IssueType,IssueConfidence
228,20,19,Hockey Stick,2025-10-23,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Negative,quality,0.2548
229,69,12,Ice Skates,2023-02-07,4,The    quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
230,54,11,Ski Boots,2023-10-19,2,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442
231,15,16,Kayak,2025-04-15,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
232,17,3,Yoga Mat,2025-10-11,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
233,81,4,Dumbbells,2024-11-14,2,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442
234,80,9,Baseball Glove,2023-03-06,5,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
235,54,3,Yoga Mat,2024-03-18,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
236,55,16,Kayak,2025-03-03,5,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
237,44,2,Fitness Tracker,2025-09-29,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
238,47,9,Baseball Glove,2023-04-18,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
239,45,9,Baseball Glove,2024-01-28,5,Exceeded  my  expectations!,0.9995620846748352,Positive,support,0.226
240,20,16,Kayak,2024-11-09,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
241,61,15,Climbing Rope,2024-04-22,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
242,20,20,Boxing Gloves,2025-06-07,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
243,24,11,Ski Boots,2023-02-17,1,I  had  a  bad  experience  with  this  product.,-0.9998112320899964,Negative,quality,0.2421
244,36,4,Dumbbells,2023-08-25,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
245,50,3,Yoga Mat,2023-03-23,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive,quality,0.4388
246,71,12,Ice Skates,2023-07-23,4,The    quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
247,28,6,Tennis Racket,2025-11-24,5,"Excellent  product,  highly    recommend!",0.9998780488967896,Positive,quality,0.2978
248,81,6,Tennis Racket,2023-07-15,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive,quality,0.4388
249,75,2,Fitness Tracker,2023-01-04,1,"Not    satisfied,  the  product  broke  after  a  week.",-0.9994804263114928,Negative,delivery,0.2272
250,22,11,Ski Boots,2023-09-21,1,The  product  stopped  working  after  a  month.,-0.999716579914093,Negative,quality,0.3017
251,16,2,Fitness Tracker,2024-02-01,4,Very durable and performs well for daily use.,0.9998507499694824,Positive,quality,0.4388
252,6,6,Tennis Racket,2025-03-18,5,The  build  quality  is    impressive.,0.999881386756897,Positive,quality,0.4293
253,75,15,Climbing Rope,2024-08-03,3,"Great  purchase,  very  satisfied.",0.9998626708984376,Mixed Positive,support,0.2698
254,30,19,Hockey Stick,2025-12-31,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
255,13,16,Kayak,2024-01-23,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
256,91,3,Yoga Mat,2024-02-11,4,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Positive,support,0.2442
257,84,13,Swim Goggles,2023-10-03,3,"Average  experience,  nothing    special.",-0.9992826581001282,Mixed Negative,support,0.2637
258,34,7,Basketball,2025-05-13,4,"Great    purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
259,75,2,Fitness Tracker,2023-08-24,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
260,44,18,Volleyball,2024-03-07,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
261,29,12,Ice Skates,2024-10-15,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
262,45,7,Basketball,2024-07-07,5,Five  stars  for    the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
263,47,8,Football Helmet,2024-10-21,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
264,96,18,Volleyball,2025-08-19,4,Shipping  was  fast  and  the    item  was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
265,22,19,Hockey Stick,2024-05-14,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
266,62,5,Soccer Ball,2025-02-22,5,"Excellent  product,    highly  recommend!",0.9998780488967896,Positive,quality,0.2978
267,55,19,Hockey Stick,2023-12-01,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
268,98,17,Surfboard,2023-10-28,5,The  build  quality    is  impressive.,0.999881386756897,Positive,quality,0.4293
269,75,4,Dumbbells,2023-11-18,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
270,46,6,Tennis Racket,2023-09-25,1,The  color  was  different  from  what  was  shown.,0.982874631881714,Mixed Negative,support,0.226
271,21,17,Surfboard,2025-08-08,5,The    build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
272,39,17,Surfboard,2023-03-26,5,The product reached without any damage.,0.9913528561592102,Positive,packaging,0.2376
273,10,2,Fitness Tracker,2024-10-09,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
274,93,11,Ski Boots,2023-04-07,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
275,45,12,Ice Skates,2023-04-03,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
276,86,1,Running Shoes,2025-01-29,5,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
277,22,6,Tennis Racket,2025-03-21,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
278,80,20,Boxing Gloves,2023-03-01,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,pricing,0.3689
279,86,5,Soccer Ball,2023-07-21,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
280,68,19,Hockey Stick,2023-11-09,4,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Positive,support,0.2442
281,71,5,Soccer Ball,2025-11-19,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
282,59,5,Soccer Ball,2023-02-17,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
283,87,13,Swim Goggles,2023-02-14,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
284,89,13,Swim Goggles,2023-09-01,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
285,29,3,Yoga Mat,2023-08-25,4,"Good  quality,  but  could    be  cheaper.",0.955940008163452,Positive,quality,0.3168
286,53,16,Kayak,2023-05-04,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
287,75,6,Tennis Racket,2025-02-14,5,"I  love  this  product,  will    buy  again!",0.9998741149902344,Positive,pricing,0.2354
288,68,17,Surfboard,2024-06-21,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
289,87,15,Climbing Rope,2023-10-04,5,Customer  support  was    very  helpful.,0.9991816878318788,Positive,support,0.3455
290,20,14,Cycling Helmet,2024-09-23,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637
291,17,7,Basketball,2025-12-06,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
292,15,7,Basketball,2025-10-19,5,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
293,25,13,Swim Goggles,2023-02-14,3,Not  worth    the  money.,-0.9998021721839904,Mixed Negative,pricing,0.2816
294,63,13,Swim Goggles,2023-11-09,3,"It performs the basic function, but I expected better finishing and comfort.",-0.9803825616836548,Mixed Negative,quality,0.2989
295,61,6,Tennis Racket,2024-10-13,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
296,85,18,Volleyball,2023-12-13,4,The    quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
297,92,16,Kayak,2023-08-06,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
298,41,15,Climbing Rope,2025-06-13,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
299,93,13,Swim Goggles,2024-02-01,1,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876
300,22,18,Volleyball,2023-05-09,2,Disappointed  with  the  performance.,-0.9997925162315368,Negative,support,0.248
301,6,7,Basketball,2023-05-30,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
302,64,19,Hockey Stick,2024-10-08,5,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
303,20,10,Golf Clubs,2024-04-25,4,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
304,66,14,Cycling Helmet,2023-02-01,3,"Average    experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
305,87,7,Basketball,2023-08-25,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
306,52,8,Football Helmet,2025-07-19,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
307,63,16,Kayak,2025-01-08,5,Exceeded  my  expectations!,0.9995620846748352,Positive,support,0.226
308,90,14,Cycling Helmet,2023-04-02,5,The product reached without any damage.,0.9913528561592102,Positive,packaging,0.2376
309,70,11,Ski Boots,2023-02-02,3,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Mixed Positive,quality,0.336
310,40,1,Running Shoes,2024-11-30,5,Exceeded  my  expectations!,0.9995620846748352,Positive,support,0.226
311,52,11,Ski Boots,2023-11-14,4,The product reached without any damage.,0.9913528561592102,Positive,packaging,0.2376
312,90,3,Yoga Mat,2023-11-05,2,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442
313,13,3,Yoga Mat,2024-01-14,4,"I    love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
314,22,17,Surfboard,2025-10-06,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876
315,32,7,Basketball,2025-06-13,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
316,48,4,Dumbbells,2025-08-15,5,Five  stars  for  the  quick    delivery.,0.9993364214897156,Positive,support,0.2803
317,15,6,Tennis Racket,2023-08-04,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
318,97,4,Dumbbells,2023-12-15,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Positive,quality,0.336
319,86,6,Tennis Racket,2024-12-11,5,Packaging was adequate and delivery was timely.,0.9997827410697936,Positive,packaging,0.3048
320,79,17,Surfboard,2023-02-24,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
321,58,12,Ice Skates,2024-04-17,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Positive,quality,0.336
322,76,13,Swim Goggles,2024-12-01,4,"Great    purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
323,47,4,Dumbbells,2023-04-24,4,Shipping  was    fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
324,89,5,Soccer Ball,2024-07-08,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
325,78,6,Tennis Racket,2023-04-17,4,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Positive,support,0.2442
326,17,14,Cycling Helmet,2024-06-15,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
327,95,8,Football Helmet,2023-08-25,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
328,100,13,Swim Goggles,2024-02-20,2,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Negative,quality,0.4239
329,6,9,Baseball Glove,2024-12-07,3,The  quality  is  top-notch.,0.9998470544815063,Mixed Positive,quality,0.3895
330,22,14,Cycling Helmet,2023-03-18,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
331,68,4,Dumbbells,2023-08-17,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
332,2,10,Golf Clubs,2024-11-06,5,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
333,87,5,Soccer Ball,2024-06-02,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
334,70,9,Baseball Glove,2025-04-14,5,Five  stars  for  the  quick    delivery.,0.9993364214897156,Positive,support,0.2803
335,75,14,Cycling Helmet,2024-03-12,5,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
336,8,8,Football Helmet,2024-02-07,2,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442
337,32,19,Hockey Stick,2024-05-22,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
338,98,4,Dumbbells,2023-01-22,2,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442
339,38,2,Fitness Tracker,2025-01-11,5,Exceeded  my    expectations!,0.9995620846748352,Positive,support,0.226
340,95,17,Surfboard,2025-09-16,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
341,62,3,Yoga Mat,2024-11-04,2,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Negative,quality,0.507
342,19,4,Dumbbells,2025-06-15,4,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
343,84,4,Dumbbells,2025-04-13,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
344,21,10,Golf Clubs,2025-11-02,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239
345,48,4,Dumbbells,2024-07-24,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
346,84,15,Climbing Rope,2025-06-27,5,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
347,75,16,Kayak,2025-08-19,1,Disappointed    with  the  performance.,-0.9997925162315368,Negative,support,0.248
348,52,13,Swim Goggles,2024-03-05,2,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Negative,quality,0.4239
349,26,11,Ski Boots,2024-11-19,3,"I  love  this  product,  will  buy  again!",0.9998741149902344,Mixed Positive,pricing,0.2354
350,57,6,Tennis Racket,2025-08-22,3,Not    worth  the  money.,-0.9998021721839904,Mixed Negative,pricing,0.2816
351,55,5,Soccer Ball,2023-05-02,3,"The  product  is  okay,  but    the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
352,43,11,Ski Boots,2025-12-22,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
353,36,15,Climbing Rope,2025-09-08,5,"Great    purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
354,50,18,Volleyball,2024-01-03,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637
355,59,9,Baseball Glove,2024-03-04,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637
356,86,14,Cycling Helmet,2023-11-23,1,The  product  arrived  late.,-0.998403251171112,Negative,delivery,0.2442
357,1,3,Yoga Mat,2024-04-01,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
358,13,15,Climbing Rope,2023-11-20,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
359,79,15,Climbing Rope,2024-05-04,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,pricing,0.3689
360,33,15,Climbing Rope,2025-09-09,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
361,71,7,Basketball,2024-02-12,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
362,33,11,Ski Boots,2024-02-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
363,17,15,Climbing Rope,2025-04-15,4,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Positive,quality,0.336
364,46,8,Football Helmet,2024-04-26,5,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
365,90,20,Boxing Gloves,2025-10-24,3,"Good  quality,  but  could  be    cheaper.",0.955940008163452,Mixed Positive,quality,0.3168
366,46,7,Basketball,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
367,96,1,Running Shoes,2024-07-02,3,Not  worth  the    money.,-0.9998021721839904,Mixed Negative,pricing,0.2816
368,34,8,Football Helmet,2025-05-11,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.9994804263114928,Negative,delivery,0.2272
369,48,4,Dumbbells,2024-12-19,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
370,73,6,Tennis Racket,2023-04-13,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
371,29,1,Running Shoes,2024-01-20,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876
372,91,6,Tennis Racket,2023-05-10,4,"I  love  this  product,  will    buy  again!",0.9998741149902344,Positive,pricing,0.2354
373,92,14,Cycling Helmet,2025-07-12,1,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637
374,89,12,Ice Skates,2023-02-08,1,The  product    stopped  working  after  a  month.,-0.999716579914093,Negative,quality,0.3017
375,73,4,Dumbbells,2024-12-16,5,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
376,38,6,Tennis Racket,2023-07-03,3,"Good  quality,    but  could  be  cheaper.",0.955940008163452,Mixed Positive,quality,0.3168
377,77,4,Dumbbells,2023-11-29,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
378,64,9,Baseball Glove,2024-03-20,2,The  product  arrived    late.,-0.998403251171112,Negative,delivery,0.2442
379,62,4,Dumbbells,2023-01-27,5,The    quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
380,52,4,Dumbbells,2024-02-23,4,"I  love    this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
381,45,4,Dumbbells,2024-01-24,3,"Good  quality,  but    could  be  cheaper.",0.955940008163452,Mixed Positive,quality,0.3168
382,38,7,Basketball,2023-09-03,4,"Good  quality,    but  could  be  cheaper.",0.955940008163452,Positive,quality,0.3168
383,54,13,Swim Goggles,2024-09-05,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,pricing,0.3689
384,20,3,Yoga Mat,2025-06-04,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239
385,81,5,Soccer Ball,2023-06-09,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
386,86,5,Soccer Ball,2024-04-09,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive,quality,0.4388
387,42,14,Cycling Helmet,2025-03-29,5,Shipping  was  fast  and  the    item  was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
388,99,1,Running Shoes,2025-12-10,1,Disappointed  with  the  performance.,-0.9997925162315368,Negative,support,0.248
389,14,2,Fitness Tracker,2024-09-14,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
390,30,10,Golf Clubs,2023-05-22,3,"Average product, quality is fine but price feels slightly high.",0.9017502069473268,Mixed Positive,quality,0.336
391,98,20,Boxing Gloves,2024-01-05,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
392,93,11,Ski Boots,2023-06-29,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,pricing,0.3689
393,6,20,Boxing Gloves,2024-04-18,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876
394,7,4,Dumbbells,2024-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
395,35,9,Baseball Glove,2025-04-12,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
396,75,6,Tennis Racket,2025-09-12,3,"Good    quality,  but  could  be  cheaper.",0.955940008163452,Mixed Positive,quality,0.3168
397,11,14,Cycling Helmet,2024-04-23,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
398,17,7,Basketball,2023-09-02,5,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
399,68,1,Running Shoes,2024-07-21,3,"Average  experience,  nothing  special.",-0.9992826581001282,Mixed Negative,support,0.2637
400,42,10,Golf Clubs,2023-06-30,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239
401,93,18,Volleyball,2024-04-13,4,Very durable and performs well for daily use.,0.9998507499694824,Positive,quality,0.4388
402,68,12,Ice Skates,2025-12-16,4,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
403,53,14,Cycling Helmet,2023-06-18,3,"Good  quality,  but    could  be  cheaper.",0.955940008163452,Mixed Positive,quality,0.3168
404,90,7,Basketball,2025-06-04,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
405,43,4,Dumbbells,2025-09-10,5,Exceeded  my    expectations!,0.9995620846748352,Positive,support,0.226
406,11,9,Baseball Glove,2025-12-15,5,Exceeded  my  expectations!,0.9995620846748352,Positive,support,0.226
407,79,11,Ski Boots,2023-01-12,2,Disappointed  with  the    performance.,-0.9997925162315368,Negative,support,0.248
408,17,4,Dumbbells,2023-12-12,5,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
409,59,19,Hockey Stick,2023-02-22,5,"I  love  this  product,  will  buy    again!",0.9998741149902344,Positive,pricing,0.2354
410,83,1,Running Shoes,2023-01-11,1,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876
411,32,15,Climbing Rope,2023-03-05,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
412,83,7,Basketball,2024-05-10,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
413,60,12,Ice Skates,2023-08-24,5,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
414,59,14,Cycling Helmet,2025-07-31,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
415,97,8,Football Helmet,2025-06-04,2,Disappointed  with  the    performance.,-0.9997925162315368,Negative,support,0.248
416,15,17,Surfboard,2023-04-19,5,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
417,9,16,Kayak,2024-11-28,3,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Positive,quality,0.507
418,94,2,Fitness Tracker,2025-03-02,1,"Not  satisfied,  the  product  broke  after  a    week.",-0.9994804263114928,Negative,delivery,0.2272
419,68,6,Tennis Racket,2025-09-01,1,The  color  was  different  from  what  was  shown.,0.982874631881714,Mixed Negative,support,0.226
420,18,11,Ski Boots,2023-06-10,5,"I  love  this    product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
421,75,13,Swim Goggles,2025-08-18,5,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
422,81,17,Surfboard,2025-09-30,4,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
423,76,18,Volleyball,2023-08-01,2,Product  did  not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876
424,53,11,Ski Boots,2024-03-21,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
425,89,6,Tennis Racket,2025-03-04,2,"Build quality is okay, however durability could definitely be better.",0.9826349020004272,Mixed Negative,quality,0.507
426,74,17,Surfboard,2024-04-07,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
427,81,11,Ski Boots,2025-08-20,4,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
428,58,9,Baseball Glove,2025-01-17,5,The  build    quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
429,71,2,Fitness Tracker,2023-06-08,4,Customer    support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
430,99,9,Baseball Glove,2025-08-03,2,"Average  experience,  nothing  special.",-0.9992826581001282,Negative,support,0.2637
431,94,11,Ski Boots,2023-02-10,3,"Usable for beginners, though the overall quality does not justify the price.",0.9775550365447998,Mixed Positive,quality,0.4026
432,31,18,Volleyball,2025-02-14,4,"I  love  this  product,  will  buy  again!",0.9998741149902344,Positive,pricing,0.2354
433,72,2,Fitness Tracker,2025-06-11,5,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
434,7,18,Volleyball,2023-02-25,5,"Great  purchase,  very  satisfied.",0.9998626708984376,Positive,support,0.2698
435,65,1,Running Shoes,2023-02-28,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,pricing,0.3689
436,11,1,Running Shoes,2024-01-03,4,Shipping  was  fast    and  the  item  was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
437,73,4,Dumbbells,2023-06-24,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
438,72,20,Boxing Gloves,2023-09-13,5,Five  stars  for  the  quick  delivery.,0.9993364214897156,Positive,support,0.2803
439,67,11,Ski Boots,2025-11-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.9967684745788574,Mixed Negative,quality,0.2548
440,93,7,Basketball,2023-07-22,3,"Average product, works fine but feels slightly overpriced.",-0.9987505674362184,Mixed Negative,quality,0.4239
441,12,6,Tennis Racket,2023-09-03,1,Product  did    not  meet  my  expectations.,-0.9997606873512268,Negative,quality,0.2876
442,28,8,Football Helmet,2025-04-06,1,The  product  stopped  working  after  a  month.,-0.999716579914093,Negative,quality,0.3017
443,37,13,Swim Goggles,2024-01-19,3,Very durable and performs well for daily use.,0.9998507499694824,Mixed Positive,quality,0.4388
444,22,16,Kayak,2023-10-20,5,The  build  quality  is  impressive.,0.999881386756897,Positive,quality,0.4293
445,25,14,Cycling Helmet,2023-05-27,3,"Average quality, delivery was slightly delayed.",-0.998961329460144,Mixed Negative,support,0.2442
446,84,14,Cycling Helmet,2025-06-10,5,The  quality  is  top-notch.,0.9998470544815063,Positive,quality,0.3895
447,38,2,Fitness Tracker,2024-08-19,4,Shipping    was  fast  and  the  item  was  well-packaged.,0.9998056292533876,Positive,delivery,0.2728
448,75,12,Ice Skates,2025-12-25,4,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
449,43,14,Cycling Helmet,2024-03-10,5,The product reached without any damage.,0.9913528561592102,Positive,packaging,0.2376
450,92,4,Dumbbells,2024-08-04,5,Amazing  value  for  the  price.,0.9998892545700072,Positive,pricing,0.3689
451,68,11,Ski Boots,2023-04-18,5,"Excellent  product,  highly  recommend!",0.9998780488967896,Positive,quality,0.2978
452,42,19,Hockey Stick,2024-08-28,4,Very durable and performs well for daily use.,0.9998507499694824,Positive,quality,0.4388
453,100,2,Fitness Tracker,2023-04-23,4,Customer  support  was  very  helpful.,0.9991816878318788,Positive,support,0.3455
454,27,9,Baseball Glove,2025-09-17,4,Customer  support    was  very  helpful.,0.9991816878318788,Positive,support,0.3455
